–езультаты расчета
ar/ћес€ц   S1   S2   S3   S4   S5   S6   S7   S8   S9   S10   Sдоп1   Sдоп2   Sдоп3   —умма      
0,50/ 1   3,155   5,787   5,787   1112,701   9,449   30,670   834,102   571,558   69,118   167,889   0,000   0,000   0,000   2573,209      
0,50/ 2   6,310   11,574   11,574   556,351   4,724   15,335   417,051   285,779   34,559   83,944   0,000   0,000   0,000   1308,698      
0,50/ 3   9,465   17,361   17,361   370,900   3,150   10,223   278,034   190,519   23,039   55,963   0,000   0,000   0,000   897,013      
0,50/ 4   12,620   23,148   23,148   278,175   2,362   7,667   208,525   142,889   17,280   41,972   0,000   0,000   0,000   698,534      
0,50/ 5   15,776   28,934   28,934   222,540   1,890   6,134   166,820   114,312   13,824   33,578   0,000   0,000   0,000   585,34      
0,50/ 6   18,931   34,721   34,721   185,450   1,575   5,112   139,017   95,260   11,520   27,981   0,000   0,000   0,000   514,787      
0,50/ 7   22,086   40,508   40,508   158,957   1,350   4,381   119,157   81,651   9,874   23,984   0,000   0,000   0,000   468,598      
0,50/ 8   25,241   46,295   46,295   139,088   1,181   3,834   104,263   71,445   8,640   20,986   0,000   0,000   0,000   437,642      
0,50/ 9   28,396   52,082   52,082   123,633   1,050   3,408   92,678   63,506   7,680   18,654   0,000   0,000   0,000   416,835      
0,50/10   31,551   57,869   57,869   111,270   0,945   3,067   83,410   57,156   6,912   16,789   0,000   0,000   0,000   403,137      
0,50/11   34,706   63,656   63,656   101,155   0,859   2,788   75,827   51,960   6,283   15,263   0,000   0,000   0,000   394,607      
0,50/12   37,861   69,443   69,443   92,725   0,787   2,556   69,508   47,630   5,760   13,991   0,000   0,000   0,000   389,953      
0,50/13   41,016   75,229   75,229   85,592   0,727   2,359   64,162   43,966   5,317   12,915   0,000   0,000   0,000   388,28      
0,50/14   44,172   81,016   81,016   79,479   0,675   2,191   59,579   40,826   4,937   11,992   0,000   0,000   0,000   388,954      
0,50/15   47,327   86,803   86,803   74,180   0,630   2,045   55,607   38,104   4,608   11,193   0,000   0,000   0,000   391,499      
0,50/16   50,482   92,590   92,590   69,544   0,591   1,917   52,131   35,722   4,320   10,493   0,000   0,000   0,000   395,567      
0,50/17   53,637   98,377   98,377   65,453   0,556   1,804   49,065   33,621   4,066   9,876   0,000   0,000   0,000   400,89      
0,50/18   56,792   104,164   104,164   61,817   0,525   1,704   46,339   31,753   3,840   9,327   0,000   0,000   0,000   407,258      
0,50/19   59,947   109,951   109,951   58,563   0,497   1,614   43,900   30,082   3,638   8,836   0,000   0,000   0,000   414,505      
0,50/20   63,102   115,738   115,738   55,635   0,472   1,533   41,705   28,578   3,456   8,394   0,000   0,000   0,000   422,501      
0,50/21   66,257   121,524   121,524   52,986   0,450   1,460   39,719   27,217   3,291   7,995   0,000   0,000   0,000   431,137      
0,50/22   69,412   127,311   127,311   50,577   0,429   1,394   37,914   25,980   3,142   7,631   0,000   0,000   0,000   440,328      
0,50/23   72,567   133,098   133,098   48,378   0,411   1,333   36,265   24,850   3,005   7,300   0,000   0,000   0,000   450      
0,50/25   78,878   144,672   144,672   44,508   0,378   1,227   33,364   22,862   2,765   6,716   0,000   0,000   0,000   470,561      
0,33/ 1   3,155   3,854   3,854   741,059   9,449   30,670   834,102   571,558   69,118   167,889   0,000   0,000   0,000   2197,701      
0,33/ 2   6,310   7,708   7,708   370,530   4,724   15,335   417,051   285,779   34,559   83,944   0,000   0,000   0,000   1115,145      
0,33/ 3   9,465   11,562   11,562   247,020   3,150   10,223   278,034   190,519   23,039   55,963   0,000   0,000   0,000   761,535      
0,33/ 4   12,620   15,416   15,416   185,265   2,362   7,667   208,525   142,889   17,280   41,972   0,000   0,000   0,000   590,16      
0,33/ 5   15,776   19,270   19,270   148,212   1,890   6,134   166,820   114,312   13,824   33,578   0,000   0,000   0,000   491,684      
0,33/ 6   18,931   23,124   23,124   123,510   1,575   5,112   139,017   95,260   11,520   27,981   0,000   0,000   0,000   429,653      
0,33/ 7   22,086   26,978   26,978   105,866   1,350   4,381   119,157   81,651   9,874   23,984   0,000   0,000   0,000   388,447      
0,33/ 8   25,241   30,832   30,832   92,632   1,181   3,834   104,263   71,445   8,640   20,986   0,000   0,000   0,000   360,26      
0,33/ 9   28,396   34,687   34,687   82,340   1,050   3,408   92,678   63,506   7,680   18,654   0,000   0,000   0,000   340,752      
0,33/10   31,551   38,541   38,541   74,106   0,945   3,067   83,410   57,156   6,912   16,789   0,000   0,000   0,000   327,317      
0,33/11   34,706   42,395   42,395   67,369   0,859   2,788   75,827   51,960   6,283   15,263   0,000   0,000   0,000   318,299      
0,33/12   37,861   46,249   46,249   61,755   0,787   2,556   69,508   47,630   5,760   13,991   0,000   0,000   0,000   312,595      
0,33/13   41,016   50,103   50,103   57,005   0,727   2,359   64,162   43,966   5,317   12,915   0,000   0,000   0,000   309,441      
0,33/14   44,172   53,957   53,957   52,933   0,675   2,191   59,579   40,826   4,937   11,992   0,000   0,000   0,000   308,29      
0,33/15   47,327   57,811   57,811   49,404   0,630   2,045   55,607   38,104   4,608   11,193   0,000   0,000   0,000   308,739      
0,33/16   50,482   61,665   61,665   46,316   0,591   1,917   52,131   35,722   4,320   10,493   0,000   0,000   0,000   310,489      
0,33/17   53,637   65,519   65,519   43,592   0,556   1,804   49,065   33,621   4,066   9,876   0,000   0,000   0,000   313,313      
0,33/18   56,792   69,373   69,373   41,170   0,525   1,704   46,339   31,753   3,840   9,327   0,000   0,000   0,000   317,029      
0,33/19   59,947   73,227   73,227   39,003   0,497   1,614   43,900   30,082   3,638   8,836   0,000   0,000   0,000   321,497      
0,33/20   63,102   77,081   77,081   37,053   0,472   1,533   41,705   28,578   3,456   8,394   0,000   0,000   0,000   326,605      
0,33/21   66,257   80,935   80,935   35,289   0,450   1,460   39,719   27,217   3,291   7,995   0,000   0,000   0,000   332,262      
0,33/22   69,412   84,789   84,789   33,685   0,429   1,394   37,914   25,980   3,142   7,631   0,000   0,000   0,000   338,392      
0,33/23   72,567   88,643   88,643   32,220   0,411   1,333   36,265   24,850   3,005   7,300   0,000   0,000   0,000   344,932      
0,33/25   78,878   96,352   96,352   29,642   0,378   1,227   33,364   22,862   2,765   6,716   0,000   0,000   0,000   359,055      
0,25/ 1   3,155   2,893   2,893   556,351   9,449   30,670   834,102   571,558   69,118   167,889   0,000   0,000   0,000   2011,071      
0,25/ 2   6,310   5,787   5,787   278,175   4,724   15,335   417,051   285,779   34,559   83,944   0,000   0,000   0,000   1018,948      
0,25/ 3   9,465   8,680   8,680   185,450   3,150   10,223   278,034   190,519   23,039   55,963   0,000   0,000   0,000   694,201      
0,25/ 4   12,620   11,574   11,574   139,088   2,362   7,667   208,525   142,889   17,280   41,972   0,000   0,000   0,000   536,299      
0,25/ 5   15,776   14,467   14,467   111,270   1,890   6,134   166,820   114,312   13,824   33,578   0,000   0,000   0,000   445,136      
0,25/ 6   18,931   17,361   17,361   92,725   1,575   5,112   139,017   95,260   11,520   27,981   0,000   0,000   0,000   387,342      
0,25/ 7   22,086   20,254   20,254   79,479   1,350   4,381   119,157   81,651   9,874   23,984   0,000   0,000   0,000   348,612      
0,25/ 8   25,241   23,148   23,148   69,544   1,181   3,834   104,263   71,445   8,640   20,986   0,000   0,000   0,000   321,804      
0,25/ 9   28,396   26,041   26,041   61,817   1,050   3,408   92,678   63,506   7,680   18,654   0,000   0,000   0,000   302,937      
0,25/10   31,551   28,934   28,934   55,635   0,945   3,067   83,410   57,156   6,912   16,789   0,000   0,000   0,000   289,632      
0,25/11   34,706   31,828   31,828   50,577   0,859   2,788   75,827   51,960   6,283   15,263   0,000   0,000   0,000   280,373      
